,WMT,COST,TGT
2025-04-22,0.026061509404481598,0.022158823814896422,0.003406399723218101
2025-04-23,0.0011590031190040762,-0.0034678165208026357,-0.020940319936895158
2025-04-24,0.009224381774682655,-0.000369037199337896,0.03371698774942189
2025-04-25,-0.007856373082555379,0.0017207169361457275,0.0132369819462399
2025-04-28,0.0013663008110862407,0.0014112344217203088,-0.002176655554150031
2025-04-29,0.008574770419952138,0.013359090622791392,0.005587733620389557
2025-04-30,0.012520138336877373,0.0028194260693803486,-0.0021693170975316534
2025-05-01,0.0016440349796136289,0.0045547198927700094,-0.00757782684668129
2025-05-02,0.01366240566001764,0.01052820515340791,0.014482585552252125
2025-05-05,0.005856338440885622,0.006514556857275089,-0.0350107451554349
2025-05-06,-0.007883690427624934,-0.0043350482064834495,-0.003942960953228436
2025-05-07,0.0028372209004547955,-0.0033206353644184006,0.01945701538753486
2025-05-08,-0.014267058464240812,0.0005559061924200748,0.014967597757458151
2025-05-09,-0.004899053485554639,0.0003769897594896321,-0.005482841249760284
2025-05-12,0.00031004675851509234,0.007963522049836413,0.04740604663113146
2025-05-13,-0.009032928798555773,-0.01699142810487242,-0.01988377978687428
2025-05-14,0.009859513750275717,-0.007525563793182144,-0.028051303055498522
2025-05-15,-0.0049694720417639004,0.018911529422590334,0.018822324314118788
2025-05-16,0.019426004420882492,0.015086470294587428,0.015436106871081101
2025-05-19,-0.001222167959717524,0.00826148730779952,-0.006003087258969586
2025-05-20,-0.003266618410475708,0.0023948664399515707,0.0013258885466047587
2025-05-21,-0.014107282274476773,-0.011173067120894942,-0.05348418420520762
2025-05-22,-0.005198574702508729,-0.007017639501214035,0.021801173507849825
2025-05-23,0.004264818740225884,-0.009503529914922204,-0.008133147260391382
2025-05-27,0.012788988050478345,0.009169468108097156,0.02823277346258113
2025-05-28,-0.0034904334374639134,-0.004579147793233318,-0.010884860589336576
2025-05-29,-0.0014407488813175107,-0.00435244258119738,-0.011215435582152544
2025-05-30,0.01654619562972215,0.03069189060799893,-0.009106417586165705
2025-06-02,0.010579906913603665,0.015898887145279872,-0.007366739382235643
2025-06-03,0.0021027070500556633,-0.0011930404077187262,0.026019432156854094
2025-06-04,-0.006321278001921726,-0.0037012810486256598,-0.019397603396940966
2025-06-05,-0.014089695064600782,-0.03964650068776088,-0.004480903700039285
2025-06-06,-0.005014544831309031,0.004077577776304686,0.03982924077053873
2025-06-09,-0.0002052648398347401,-0.008668588419450174,0.0003081696635973685
2025-06-10,-0.001334935139404081,0.0010827396392514288,0.03452797215234504
2025-06-11,-0.015741737726214566,-0.010468840510072575,-0.02675135006449647
2025-06-12,-0.010176903221550404,0.005931551958599179,0.011955482125965311
2025-06-13,-0.004121105342457909,-0.012544587603440682,-0.04028074079761801
2025-06-16,-0.0015895737702615875,-0.005925384026856939,0.020754057012805305
2025-06-17,-0.0004243404706780751,-0.006768430173949014,-0.024430798809963683
2025-06-18,0.008872910775326481,-0.002888380289907566,0.0010519247264273446
2025-06-20,0.010773713438819499,0.005513544838644968,0.004405696749887333
2025-06-23,0.01804261585916933,0.02437685784820065,0.010308898506691477
2025-06-24,0.0013274381420789183,-0.0025518452851001072,0.010306124913088688
2025-06-25,-0.007579652433684636,-0.015469578368261239,-0.008546627231778459
2025-06-26,-0.012831416185075106,-0.003686329169246605,0.009264128112010717
2025-06-27,0.012934175743170684,0.0022661894857147757,0.01656287176006277
2025-06-30,0.005229443822980073,0.0048606064317517905,-0.005862077029330948
2025-07-01,0.004693358527322111,-0.004028542602870999,0.05136917237352989
2025-07-02,-0.00643344355657316,-0.0036579716138884777,0.015289451447388913
2025-07-03,0.007654275139295841,0.0047325187179172445,-0.013269260122300786
2025-07-07,0.01001468113348114,0.005214226801007804,-0.02392418159708498
2025-07-08,-0.02301054982900741,-0.006410453707270669,0.004027373936972722
2025-07-09,-0.0028881169550603047,-0.003811158038872442,0.0041087359781277755
2025-07-10,-0.02034810828101996,-0.012211667454555375,0.0223014925049414
2025-07-11,-0.004861077443504058,0.0001649617833336947,-0.004785166935407759
2025-07-14,0.014512831489455813,0.010844407765753239,0.006025586619583301
2025-07-15,-0.004080146477597246,-0.01357915575572921,-0.025692001660586605
2025-07-16,-0.0025191591000419677,-0.01699844452634469,-0.00854832142413997
2025-07-17,-0.0006308630342095611,0.00266620736646761,0.022538605422407265
2025-07-18,-0.0004206088417131326,-0.0031077701274178082,-0.0018347121440935865
2025-07-21,0.006501598175336909,-0.0035712537856458226,-0.01705947679565778
2025-07-22,0.0018797011525615304,-0.006299057505197325,0.04639489397080432
2025-07-23,-0.001775153923495587,-0.00044614067928616663,0.00831896970900381
2025-07-24,0.009569431225223468,-0.007882786510414519,-0.015099916751151632
2025-07-25,0.008965981947161694,0.0017974705095307186,0.0021711513842648245
2025-07-28,0.0014352836231328325,-0.001594038644740614,0.0035768366977091404
2025-07-29,0.007349226385700014,0.0006208535241638558,-0.021367367847582308
2025-07-30,-0.0075541967934231735,-0.007582966000593494,-0.010032900584607596
2025-07-31,0.003988427912943848,0.012993273805969707,-0.025929521886988383
2025-08-01,0.005191569559820586,0.014998753022836375,-0.007290288466193395
2025-08-04,0.011106719884739213,0.0029875680204467514,0.00020051656954667152
2025-08-05,-0.002815437713279856,-0.012364597092087593,0.026111621618148284
2025-08-06,0.03997179526861405,0.02607628764567682,0.028488187435565138
2025-08-07,-0.0023246828957113053,0.009136708183745235,0.0026532400666834377
2025-08-08,0.005898039166432945,0.003604944058995585,-0.0025583972204676897
2025-08-11,0.0019262028120277108,0.007879319490267989,-0.013275597216595436
2025-08-12,-0.0029872607216718805,0.002535383634668875,0.021401921179538874
2025-08-13,-0.025708927127184644,-0.012588385764806809,0.0022804516388061913
2025-08-14,-0.0013872133785159946,-0.003540987642819182,-0.01059113463526451
2025-08-15,-0.006131144698509949,-0.0034404439713728863,-0.011868814364145663
2025-08-18,0.006975583430984145,0.0074920780731018155,0.018560905580428333
2025-08-19,0.005841929318304295,0.0015305013092810071,0.00389904341898184
2025-08-20,0.012557790606646968,0.013890945934175392,-0.06539939931146055
2025-08-21,-0.0459862666059907,-0.025344385351131926,-0.016654292086928812
2025-08-22,-0.011602340204603045,-0.011554832850677599,0.02221180963318492
2025-08-25,-0.007879793288384285,-0.01785190899354472,-0.02149085250256455
2025-08-26,-0.00020816825788827487,-0.000254948854336412,-0.010556901903377991
2025-08-27,0.0003122758421714167,0.008652215638986327,0.019065804652251828
2025-08-28,0.0003121783564123959,-0.004814027934028964,-0.011808901190496712
2025-08-29,0.00901143110616065,-0.00173704395141705,-0.008610415566034924
2025-09-02,0.008930871956118303,-0.004781745415455951,-0.03758004842910889
2025-09-03,0.016118793505982332,0.011606613835231094,-0.0009741091769113197
2025-09-04,0.014872738520399942,0.006422898935143806,0.003890589622401741
2025-09-05,-0.004169963983847502,0.00789840774625894,0.004949474536874554
2025-09-08,0.017456892197512452,0.00864972002868214,-0.018086854201798452
2025-09-09,9.778693115602977e-05,0.007585543906358794,-0.006468895432914401
2025-09-10,-0.018550085056322274,-0.023725809264642628,-0.0014310727330544282
2025-09-11,0.02206331796690808,0.008361997674926513,0.008118539734527808
2025-09-12,0.008149810708366623,0.0037056587498911497,-0.01719239907654746
2025-09-15,0.001930733077250224,-0.00809141546953196,-0.01568487759560977
2025-09-16,-0.002607352852388445,-0.008398842482240099,0.013013519999097056
2025-09-17,0.008185307343834936,0.011446005205410614,-0.008844173299084268
2025-09-18,-0.00644634151005441,-0.011141493695616234,0.00549475851423864
2025-09-19,-0.012334412104532788,-0.0012608207034805474,-0.014531364243896228
2025-09-22,0.004776980667011266,-0.008340284017251953,-0.017975144532651477
2025-09-23,-0.002922014907612791,0.0003603423874709577,0.005644869232792615
2025-09-24,0.0020463511537318624,0.0017682777042082876,0.014370605954571403
2025-09-25,0.0031101170453888827,-0.002075616608470554,-0.0133373078817689
2025-09-26,0.0010668795616508575,-0.029433191317080443,0.00811482205970826
2025-09-29,-0.0007758129648616219,0.001003918514276947,0.011093651768172563
2025-09-30,-0.00019408433669276803,0.00950888596605548,0.009746239183644256
2025-10-01,-0.010730748682269642,-0.008996377175042092,-0.0062625479418025876
2025-10-02,-0.002553297481572514,-0.0006215757631755636,0.004142187944244036
2025-10-03,0.003631576378476886,-0.0015173708884530512,-0.0053769253764617275
2025-10-06,0.006153237793706801,-0.004862233515439129,-0.0007865760074858841
2025-10-07,0.00524426693927893,0.00422843576439913,0.003478609336405647
2025-10-08,-0.0032986964897663285,0.0,0.012357532666468884
2025-10-09,-0.011042325450412172,0.030244139957058103,-0.014263694910136238
2025-10-10,0.0006875860713639881,-0.013754236077515358,-0.04089212460602898
2025-10-13,0.0027457009792053455,0.005949893312497068,0.020941346267654204
2025-10-14,0.04864090005966215,0.011636297670940543,0.01837833124563648
2025-10-15,0.016833543193682132,0.008919266656435276,0.021683194297366093
2025-10-16,-0.023759795730514455,-0.03123706930234693,-0.00928286564054126
2025-10-17,0.011764861274975225,0.011504212263699465,0.008512477085869996
2025-10-20,-0.006332084523250181,-0.0002350274777516148,0.0075671656303164525
2025-10-21,-0.007783617057001813,0.0014837939271767908,0.030874289527943688
2025-10-22,0.00862395826957929,0.007629492691853201,-0.004033600721832009
2025-10-23,-0.0026168125147298937,-0.002787891199660386,0.002443358847886934
2025-10-24,-0.006478006462278252,-0.010575329939334743,0.00010606205295715654
2025-10-27,-0.016141605244899715,-0.0024597776071972888,0.03656079679775104
2025-10-28,-0.012521865169793145,-0.006138049286818159,-0.006773372574580883
2025-10-29,-0.00690562578875209,-0.012784778618135206,-0.03127372802644324
2025-10-30,-0.002247259969603732,0.008468877848153866,-0.012831698605700659
2025-10-31,-0.010324097726034154,-0.008118791057950325,-0.002154702199258729
2025-11-03,0.004043957175563939,0.018038060257229205,-0.013791882524181176
2025-11-04,0.006671272938174155,0.013591977590484916,-0.016204918911154387
2025-11-05,-0.007853141672516273,-0.006088143551619574,0.02154883588358736
2025-11-06,0.00206742956135475,-0.012321204314053702,-0.030815869038869792
2025-11-07,0.00890979652053403,-0.0009099472573534939,0.02317301551470141
2025-11-10,-0.001658438246565197,-0.007811596838720902,-0.005605282850382309
2025-11-11,0.009909769909247856,-0.0018585264316008931,0.009324814964000616
2025-11-12,0.0,0.0001532006278743836,0.016123202810002013
2025-11-13,-0.008738782781706256,0.012049667278930087,-0.014134907666756291
2025-11-14,-0.0005852849386025483,-0.002272694098441441,-0.007977011097132447
2025-11-17,0.004575713485250432,-0.01132080447688999,-0.01592138273659227
2025-11-18,-0.015268942886043746,-0.019373621309585864,0.0005648881203255129
2025-11-19,-0.007722798574179457,-0.0050177533736111,-0.028064346149355934
2025-11-20,0.06260468710443146,0.00301588612557957,-0.028277113721469682
